ID_PRODUTO,PRECO,DATA_EVENTO,PREVISAO_QUANTIDADE_ESTOQUE
1018,44.2,2026-06-26,58
1019,100.19,2026-06-27,58
1020,116.22,2026-06-28,58
1021,23.6,2026-06-29,58
1022,85.71,2026-06-30,58
1023,143.12,2026-07-01,58
1024,72.52,2026-07-02,58
1000,138.43,2026-07-03,56
1001,75.08,2026-07-04,56
1002,58.84,2026-07-05,57
1003,61.96,2026-07-06,57
1004,20.34,2026-07-07,57
1005,32.94,2026-07-08,57
1006,187.04,2026-07-09,56
1007,20.78,2026-07-10,57
1008,173.21,2026-07-11,56
1009,66.31,2026-07-12,57
1010,182.28,2026-07-13,57
1011,48.96,2026-07-14,57
1012,21.94,2026-07-15,57
1013,80.74,2026-07-16,57
1014,141.87,2026-07-17,57
1015,27.82,2026-07-18,57
1016,30.19,2026-07-19,57
1017,22.68,2026-07-20,57
1018,44.2,2026-07-21,57
1019,90.17,2026-07-22,57
1020,129.13,2026-07-23,57
1021,23.6,2026-07-24,58
1022,85.71,2026-07-25,57
1023,143.12,2026-07-26,57
1024,72.52,2026-07-27,58
1000,153.81,2026-07-28,56
1001,75.08,2026-07-29,56
1002,58.84,2026-07-30,56
1003,61.96,2026-07-31,56
1004,18.31,2026-08-01,56
1005,32.94,2026-08-02,56
1006,168.34,2026-08-03,56
1007,23.09,2026-08-04,57
1008,155.89,2026-08-05,56
1009,66.31,2026-08-06,57
1010,182.28,2026-08-07,56
1011,48.96,2026-08-08,57
1012,21.94,2026-08-09,57
1013,80.74,2026-08-10,57
1014,141.87,2026-08-11,56
1015,27.82,2026-08-12,57
1016,27.17,2026-08-13,57
1017,22.68,2026-08-14,57
1018,39.78,2026-08-15,57
1019,100.19,2026-08-16,57
1020,116.22,2026-08-17,57
1021,23.6,2026-08-18,57
1022,85.71,2026-08-19,57
1023,143.12,2026-08-20,57
1024,65.27,2026-08-21,57
1000,153.81,2026-08-22,55
1001,75.08,2026-08-23,56
1002,52.96,2026-08-24,56
1003,61.96,2026-08-25,56
1004,20.34,2026-08-26,56
1005,32.94,2026-08-27,56
1006,187.04,2026-08-28,56
1007,20.78,2026-08-29,56
1008,173.21,2026-08-30,56
1009,66.31,2026-08-31,56
1010,182.28,2026-09-01,56
1011,48.96,2026-09-02,56
1012,19.75,2026-09-03,56
1013,80.74,2026-09-04,56
1014,141.87,2026-09-05,56
1015,25.04,2026-09-06,57
1016,30.19,2026-09-07,57
1017,22.68,2026-09-08,57
1018,44.2,2026-09-09,57
1019,100.19,2026-09-10,56
1020,129.13,2026-09-11,56
1021,23.6,2026-09-12,57
1022,85.71,2026-09-13,57
1023,143.12,2026-09-14,57
1024,72.52,2026-09-15,57
1000,153.81,2026-09-16,55
1001,75.08,2026-09-17,55
1002,58.84,2026-09-18,55
1003,61.96,2026-09-19,55
1004,20.34,2026-09-20,56
1005,29.65,2026-09-21,56
1006,187.04,2026-09-22,55
1007,23.09,2026-09-23,56
1008,173.21,2026-09-24,55
1009,66.31,2026-09-25,56
1010,182.28,2026-09-26,55
1011,44.06,2026-09-27,56
1012,21.94,2026-09-28,56
1013,72.67,2026-09-29,56
1014,141.87,2026-09-30,56
1015,27.82,2026-10-01,56
1016,30.19,2026-10-02,56
1017,20.41,2026-10-03,56
1018,39.78,2026-10-04,56
1019,100.19,2026-10-05,56
1020,129.13,2026-10-06,56
1021,21.24,2026-10-07,56
1022,85.71,2026-10-08,56
1023,143.12,2026-10-09,56
1024,72.52,2026-10-10,56
1000,153.81,2026-10-11,55
1001,75.08,2026-10-12,55
1002,52.96,2026-10-13,55
1003,61.96,2026-10-14,55
1004,20.34,2026-10-15,55
1005,32.94,2026-10-16,55
1006,187.04,2026-10-17,55
1007,23.09,2026-10-18,55
1008,173.21,2026-10-19,55
1009,66.31,2026-10-20,55
1010,182.28,2026-10-21,55
1011,48.96,2026-10-22,55
1012,21.94,2026-10-23,56
1013,80.74,2026-10-24,55
1014,127.68,2026-10-25,55
1015,27.82,2026-10-26,56
1016,30.19,2026-10-27,56
1017,22.68,2026-10-28,56
1018,44.2,2026-10-29,56
1019,100.19,2026-10-30,56
1020,129.13,2026-10-31,56
1021,23.6,2026-11-01,56
1022,85.71,2026-11-02,56
1023,143.12,2026-11-03,56
1024,72.52,2026-11-04,56
